PollingInstitute;Published;StartCollection;EndCollection;PollYear;PollMonth;PollWeek;Date_numeric;PolicyIndicator;IncumbentParty;Government;GovernmentSupport;SocialdemokraternaS;VänsterpartietV;MiljöpartietMP;ModeraternaM;LiberalernaL;CenterpartietC;KristdemokraternaKD;SverigedemokraternaSD;Övriga partierÖvriga;Unemployment;UnemploymentTrend;HouseholdConsumption;HouseholdConsumptionDetrended;ConsumerPriceIndexFixedInterest;ConsumerPriceIndex;ConsumerConfidence;GovtSearch
Skop;2016-03-16T00:00:00Z;2016-02-16;2016-03-10;2016;Mar 2016;2016-11;16876;12;S MP;S_MP;33,7;26,7;7,0;7,0;25,1;5,1;5,9;4,5;16,3;2,4;7,7;7,0;2,3;2,6;1,5;0,8;99,26649;17
YouGov;2016-03-16T00:00:00Z;2016-03-11;2016-03-14;2016;Mar 2016;2016-11;16876;12;S MP;S_MP;26,9;21,9;7,2;5,0;24,6;3,7;5,7;3,6;24,9;3,4;7,7;7,0;2,3;2,6;1,5;0,8;99,26649;17
Ipsos;2016-03-21T00:00:00Z;2016-03-10;2016-03-20;2016;Mar 2016;2016-12;16881;12;S MP;S_MP;33,9;28,9;7,3;5,0;25,9;5,4;6,1;3,6;14,7;3,1;7,7;7,0;2,3;2,6;1,5;0,8;99,26649;17
Inizio;2016-03-23T00:00:00Z;2016-03-15;2016-03-22;2016;Mar 2016;2016-12;16883;12;S MP;S_MP;32,0;27,2;7,1;4,8;23,9;4,0;6,7;4,2;18,9;3,2;7,7;7,0;2,3;2,6;1,5;0,8;99,26649;17
Novus;2016-03-26T00:00:00Z;2016-02-22;2016-03-20;2016;Mar 2016;2016-12;16886;12;S MP;S_MP;31,1;24,9;7,6;6,2;24,2;5,3;6,2;3,4;19,9;2,3;7,7;7,0;2,3;2,6;1,5;0,8;99,26649;17
Demoskop;2016-04-08T00:00:00Z;2016-03-29;2016-04-06;2016;Apr 2016;2016-14;16899;12;S MP;S_MP;30,8;25,5;7,7;5,3;28,0;5,3;6,3;3,5;15,5;2,9;7,3;7,0;2,9;2,6;1,4;0,8;99,18616;21
Sentio;2016-04-18T00:00:00Z;2016-04-06;2016-04-13;2016;Apr 2016;2016-16;16909;12;S MP;S_MP;28,7;24,1;8,1;4,6;21,1;6,0;5,6;3,0;22,3;5,2;7,3;7,0;2,9;2,6;1,4;0,8;99,18616;21
Sifo;2016-04-20T00:00:00Z;2016-04-04;2016-04-14;2016;Apr 2016;2016-16;16911;12;S MP;S_MP;32,7;26,7;7,2;6,0;25,8;5,5;7,3;3,5;15,7;2,3;7,3;7,0;2,9;2,6;1,4;0,8;99,18616;21
Novus;2016-04-22T00:00:00Z;2016-03-21;2016-04-17;2016;Apr 2016;2016-16;16913;12;S MP;S_MP;31,6;26,0;7,1;5,6;24,0;5,8;6,8;3,1;18,9;2,7;7,3;7,0;2,9;2,6;1,4;0,8;99,18616;21
Inizio;2016-04-22T00:00:00Z;2016-04-07;2016-04-17;2016;Apr 2016;2016-16;16913;12;S MP;S_MP;30,0;25,4;8,1;4,6;24,2;4,3;7,3;3,9;19,7;2,5;7,3;7,0;2,9;2,6;1,4;0,8;99,18616;21
Ipsos;2016-04-26T00:00:00Z;2016-04-14;2016-04-25;2016;Apr 2016;2016-17;16917;12;S MP;S_MP;29,2;24,4;7,1;4,8;28,1;6,3;6,1;3,3;16,6;3,3;7,3;7,0;2,9;2,6;1,4;0,8;99,18616;21
YouGov;2016-04-28T00:00:00Z;2016-04-15;2016-04-19;2016;Apr 2016;2016-17;16919;12;S MP;S_MP;28,9;23,5;7,8;5,4;23,6;3,6;6,7;2,7;23,6;3,1;7,3;7,0;2,9;2,6;1,4;0,8;99,18616;21
Sifo;2016-05-05T00:00:00Z;2016-04-25;2016-05-03;2016;May 2016;2016-18;16926;12;S MP;S_MP;30,8;26,5;8,2;4,3;27,4;5,4;5,9;4,3;15,3;2,7;7,6;7,0;4,5;2,8;1,1;0,6;99,10275;25
Demoskop;2016-05-09T00:00:00Z;2016-04-26;2016-05-03;2016;May 2016;2016-19;16930;12;S MP;S_MP;30,0;24,9;8,0;5,1;25,5;5,6;7,4;3,3;16,4;3,8;7,6;7,0;4,5;2,8;1,1;0,6;99,10275;25
Novus;2016-05-12T00:00:00Z;2016-04-18;2016-05-08;2016;May 2016;2016-19;16933;12;S MP;S_MP;30,4;25,9;7,3;4,5;25,7;6,5;6,0;3,3;17,7;3,1;7,6;7,0;4,5;2,8;1,1;0,6;99,10275;25
Sifo;2016-05-18T00:00:00Z;2016-05-02;2016-05-12;2016;May 2016;2016-20;16939;12;S MP;S_MP;30,6;26,5;7,9;4,1;25,7;6,2;6,3;4,0;16,1;3,2;7,6;7,0;4,5;2,8;1,1;0,6;99,10275;25
Inizio;2016-05-20T00:00:00Z;2016-05-09;2016-05-19;2016;May 2016;2016-20;16941;12;S MP;S_MP;28,7;24,3;9,6;4,4;23,9;4,7;7,5;5,0;18,8;1,8;7,6;7,0;4,5;2,8;1,1;0,6;99,10275;25
Sentio;2016-05-21T00:00:00Z;2016-05-12;2016-05-18;2016;May 2016;2016-20;16942;12;S MP;S_MP;29,3;24,8;7,8;4,5;22,1;4,5;5,0;3,7;23,7;3,9;7,6;7,0;4,5;2,8;1,1;0,6;99,10275;25
YouGov;2016-05-26T00:00:00Z;2016-05-19;2016-05-23;2016;May 2016;2016-21;16947;12;S MP;S_MP;25,4;22,6;7,5;2,8;22,1;5,3;7,9;4,6;22,9;4,3;7,6;7,0;4,5;2,8;1,1;0,6;99,10275;25
Ipsos;2016-05-28T00:00:00Z;2016-05-16;2016-05-25;2016;May 2016;2016-21;16949;12;S MP;S_MP;31,3;27,8;7,4;3,5;24,5;7,1;6,1;3,2;17,1;3,3;7,6;7,0;4,5;2,8;1,1;0,6;99,10275;25
Novus;2016-05-30T00:00:00Z;2016-05-09;2016-05-29;2016;May 2016;2016-22;16951;12;S MP;S_MP;28,3;23,8;7,7;4,5;27,9;5,6;6,4;3,2;17,8;3,1;7,6;7,0;4,5;2,8;1,1;0,6;99,10275;25
SCB;2016-05-31T00:00:00Z;2016-04-28;2016-05-26;2016;May 2016;2016-22;16952;12;S MP;S_MP;34,2;29,5;6,8;4,7;24,7;5,4;6,1;3,1;17,3;2,4;7,6;7,0;4,5;2,8;1,1;0,6;99,10275;25
Sentio;2016-06-13T00:00:00Z;2016-06-02;2016-06-06;2016;Jun 2016;2016-24;16965;12;S MP;S_MP;28,2;22,9;6,9;5,3;21,0;3,9;8,0;2,8;24,5;4,7;7,6;6,9;3,5;2,9;1,5;1,0;99,07750;20
Demoskop;2016-06-13T00:00:00Z;2016-05-31;2016-06-08;2016;Jun 2016;2016-24;16965;12;S MP;S_MP;31,7;26,4;6,9;5,3;24,7;5,1;6,9;3,5;17,4;3,8;7,6;6,9;3,5;2,9;1,5;1,0;99,07750;20
Inizio;2016-06-17T00:00:00Z;2016-06-06;2016-06-15;2016;Jun 2016;2016-24;16969;12;S MP;S_MP;29,0;25,4;8,0;3,6;23,7;4,2;7,9;4,8;19,5;2,9;7,6;6,9;3,5;2,9;1,5;1,0;99,07750;20
Sifo;2016-06-20T00:00:00Z;2016-06-07;2016-06-16;2016;Jun 2016;2016-25;16972;12;S MP;S_MP;30,8;26,4;7,1;4,4;27,4;5,8;6,3;3,2;15,8;3,6;7,6;6,9;3,5;2,9;1,5;1,0;99,07750;20
YouGov;2016-06-23T00:00:00Z;2016-06-14;2016-06-16;2016;Jun 2016;2016-25;16975;12;S MP;S_MP;25,9;22,7;7,4;3,2;24,4;3,3;7,4;4,0;23,3;4,3;7,6;6,9;3,5;2,9;1,5;1,0;99,07750;20
Skop;2016-06-30T00:00:00Z;2016-06-01;2016-06-20;2016;Jun 2016;2016-26;16982;12;S MP;S_MP;34,2;29,6;7,2;4,6;26,4;5,7;7,7;2,2;14,1;2,5;7,6;6,9;3,5;2,9;1,5;1,0;99,07750;20
Novus;2016-06-30T00:00:00Z;2016-05-30;2016-06-26;2016;Jun 2016;2016-26;16982;12;S MP;S_MP;30,5;26,2;7,5;4,3;26,0;5,0;6,7;2,8;18,2;3,3;7,6;6,9;3,5;2,9;1,5;1,0;99,07750;20
Demoskop;2016-07-09T00:00:00Z;2016-06-28;2016-07-05;2016;Jul 2016;2016-27;16991;12;S MP;S_MP;30,8;26,0;7,6;4,8;24,7;5,7;7,9;3,3;16,8;3,2;6,3;6,9;2,5;3,1;1,4;1,1;99,09709;12
YouGov;2016-08-19T00:00:00Z;2016-07-01;2016-07-31;2016;Aug 2016;2016-33;17032;NA;S MP;S_MP;25,6;22,6;7,9;3,0;23,8;3,3;7,5;3,7;25,0;3,2;6,6;6,9;3,0;3,1;1,4;1,1;99,42239;14
YouGov;2016-08-19T00:00:00Z;2016-08-12;2016-08-16;2016;Aug 2016;2016-33;17032;13;S MP;S_MP;25,7;22,9;8,0;2,8;23,6;4,0;6,5;3,1;24,8;4,3;6,6;6,9;3,0;3,1;1,4;1,1;99,42239;14
Inizio;2016-08-19T00:00:00Z;2016-08-10;2016-08-18;2016;Aug 2016;2016-33;17032;13;S MP;S_MP;29,3;26,1;9,4;3,2;24,6;4,5;8,3;3,8;17,9;2,2;6,6;6,9;3,0;3,1;1,4;1,1;99,42239;14
Sifo;2016-08-22T00:00:00Z;2016-08-08;2016-08-18;2016;Aug 2016;2016-34;17035;13;S MP;S_MP;31,5;27,1;6,8;4,4;26,3;4,8;8,0;4,0;15,6;3,0;6,6;6,9;3,0;3,1;1,4;1,1;99,42239;14
Ipsos;2016-08-23T00:00:00Z;2016-08-14;2016-08-22;2016;Aug 2016;2016-34;17036;13;S MP;S_MP;30,0;26,0;7,0;4,0;25,0;5,0;8,0;3,0;18,0;4,0;6,6;6,9;3,0;3,1;1,4;1,1;99,42239;14
Sentio;2016-08-24T00:00:00Z;2016-08-16;2016-08-21;2016;Aug 2016;2016-34;17037;13;S MP;S_MP;26,3;22,8;10,9;3,5;21,6;4,2;6,2;3,5;23,5;3,8;6,6;6,9;3,0;3,1;1,4;1,1;99,42239;14
Novus;2016-08-31T00:00:00Z;2016-08-01;2016-08-28;2016;Aug 2016;2016-35;17044;13;S MP;S_MP;30,8;26,4;7,7;4,4;25,3;5,1;7,6;3,2;17,2;3,1;6,6;6,9;3,0;3,1;1,4;1,1;99,42239;14
Demoskop;2016-09-09T00:00:00Z;2016-08-30;2016-09-07;2016;Sep 2016;2016-36;17053;13;S MP;S_MP;31,8;27,0;8,6;4,8;23,9;4,3;7,1;3,0;17,9;3,4;6,1;6,9;3,0;3,2;1,2;0,9;100,04310;22
Sifo;2016-09-19T00:00:00Z;2016-09-05;2016-09-15;2016;Sep 2016;2016-38;17063;13;S MP;S_MP;32,2;28,0;7,6;4,2;24,8;5,2;8,4;3,0;15,6;3,2;6,1;6,9;3,0;3,2;1,2;0,9;100,04310;22
Sentio;2016-09-19T00:00:00Z;2016-09-08;2016-09-13;2016;Sep 2016;2016-38;17063;13;S MP;S_MP;26,3;21,5;8,6;4,8;21,0;4,9;6,8;2,8;24,5;5,1;6,1;6,9;3,0;3,2;1,2;0,9;100,04310;22
Ipsos;2016-09-21T00:00:00Z;2016-09-09;2016-09-19;2016;Sep 2016;2016-38;17065;13;S MP;S_MP;30,0;26,0;7,0;4,0;24,0;6,0;7,0;4,0;19,0;3,0;6,1;6,9;3,0;3,2;1,2;0,9;100,04310;22
YouGov;2016-09-22T00:00:00Z;2016-09-16;2016-09-19;2016;Sep 2016;2016-38;17066;13;S MP;S_MP;27,1;23,2;7,1;3,9;23,0;4,9;6,2;2,9;25,2;3,6;6,1;6,9;3,0;3,2;1,2;0,9;100,04310;22
Inizio;2016-09-23T00:00:00Z;2016-09-12;2016-09-22;2016;Sep 2016;2016-38;17067;13;S MP;S_MP;28,9;25,2;8,2;3,7;24,2;4,3;8,6;3,9;18,9;3,0;6,1;6,9;3,0;3,2;1,2;0,9;100,04310;22
Novus;2016-09-29T00:00:00Z;2016-08-29;2016-09-25;2016;Sep 2016;2016-39;17073;13;S MP;S_MP;31,7;26,8;7,6;4,9;24,6;4,7;7,5;3,3;17,7;2,9;6,1;6,9;3,0;3,2;1,2;0,9;100,04310;22
Demoskop;2016-10-10T00:00:00Z;2016-09-27;2016-10-05;2016;Oct 2016;2016-41;17084;13;S MP;S_MP;32,8;28,7;6,4;4,1;22,7;5,0;8,1;3,7;16,9;4,4;6,4;6,9;3,3;3,3;1,4;1,2;100,55460;21
Sifo;2016-10-15T00:00:00Z;2016-10-03;2016-10-13;2016;Oct 2016;2016-41;17089;13;S MP;S_MP;30,6;25,9;8,2;4,7;25,0;5,4;8,3;2,8;16,8;2,9;6,4;6,9;3,3;3,3;1,4;1,2;100,55460;21
YouGov;2016-10-19T00:00:00Z;2016-10-14;2016-10-18;2016;Oct 2016;2016-42;17093;13;S MP;S_MP;25,4;22,2;7,7;3,2;22,4;5,1;6,4;4,9;24,3;3,8;6,4;6,9;3,3;3,3;1,4;1,2;100,55460;21
Inizio;2016-10-21T00:00:00Z;2016-10-13;2016-10-19;2016;Oct 2016;2016-42;17095;13;S MP;S_MP;28,7;24,5;7,5;4,2;23,4;4,9;8,1;3,9;20,0;3,5;6,4;6,9;3,3;3,3;1,4;1,2;100,55460;21
Ipsos;2016-10-26T00:00:00Z;2016-10-13;2016-10-24;2016;Oct 2016;2016-43;17100;13;S MP;S_MP;30,0;25,0;8,0;5,0;24,0;7,0;7,0;2,0;19,0;3,0;6,4;6,9;3,3;3,3;1,4;1,2;100,55460;21
Novus;2016-10-27T00:00:00Z;2016-09-26;2016-10-23;2016;Oct 2016;2016-43;17101;13;S MP;S_MP;30,7;26,2;7,5;4,5;22,9;5,7;8,3;2,9;18,7;3,3;6,4;6,9;3,3;3,3;1,4;1,2;100,55460;21
Sentio;2016-10-28T00:00:00Z;2016-10-20;2016-10-26;2016;Oct 2016;2016-43;17102;13;S MP;S_MP;25,9;23,5;9,7;2,4;19,5;5,9;8,7;4,1;21,7;4,5;6,4;6,9;3,3;3,3;1,4;1,2;100,55460;21
Demoskop;2016-11-03T00:00:00Z;2016-10-25;2016-11-02;2016;Nov 2016;2016-44;17108;13;S MP;S_MP;32,4;27,8;8,4;4,6;23,6;4,8;7,8;2,5;17,6;2,9;6,2;6,8;3,7;3,4;1,6;1,4;100,75090;19
Inizio;2016-11-16T00:00:00Z;2016-11-07;2016-11-15;2016;Nov 2016;2016-46;17121;13;S MP;S_MP;29,8;25,6;8,0;4,2;22,0;4,1;8,6;3,5;21,5;2,5;6,2;6,8;3,7;3,4;1,6;1,4;100,75090;19
YouGov;2016-11-16T00:00:00Z;2016-11-11;2016-11-14;2016;Nov 2016;2016-46;17121;13;S MP;S_MP;25,1;21,8;8,0;3,3;22,3;5,9;7,7;2,3;24,8;3,9;6,2;6,8;3,7;3,4;1,6;1,4;100,75090;19
Sifo;2016-11-20T00:00:00Z;2016-11-07;2016-11-17;2016;Nov 2016;2016-46;17125;13;S MP;S_MP;31,9;27,5;7,5;4,4;23,1;6,5;8,7;3,5;15,8;3,0;6,2;6,8;3,7;3,4;1,6;1,4;100,75090;19
Ipsos;2016-11-22T00:00:00Z;2016-11-10;2016-11-21;2016;Nov 2016;2016-47;17127;13;S MP;S_MP;31,0;27,0;7,0;4,0;23,0;6,0;8,0;3,0;17,0;5,0;6,2;6,8;3,7;3,4;1,6;1,4;100,75090;19
Sentio;2016-11-22T00:00:00Z;2016-11-17;2016-11-22;2016;Nov 2016;2016-47;17127;13;S MP;S_MP;23,8;20,8;9,1;3,0;20,5;4,8;8,1;3,4;25,0;5,3;6,2;6,8;3,7;3,4;1,6;1,4;100,75090;19
Novus;2016-11-24T00:00:00Z;2016-10-24;2016-11-20;2016;Nov 2016;2016-47;17129;13;S MP;S_MP;31,7;26,6;7,5;5,1;23,1;5,6;8,0;3,0;17,8;3,3;6,2;6,8;3,7;3,4;1,6;1,4;100,75090;19
SCB;2016-12-01T00:00:00Z;2016-10-28;2016-11-27;2016;Dec 2016;2016-48;17136;13;S MP;S_MP;33,7;29,2;7,7;4,5;22,8;5,0;7,1;3,1;17,5;3,1;6,5;6,8;2,6;3,4;1,9;1,7;100,63890;15
Demoskop;2016-12-09T00:00:00Z;2016-11-29;2016-12-06;2016;Dec 2016;2016-49;17144;13;S MP;S_MP;31,0;25,8;7,5;5,2;22,3;4,8;9,2;3,2;18,5;3,5;6,5;6,8;2,6;3,4;1,9;1,7;100,63890;15
Ipsos;2016-12-16T00:00:00Z;2016-12-01;2016-12-12;2016;Dec 2016;2016-50;17151;13;S MP;S_MP;31,0;26,0;7,0;5,0;22,0;7,0;9,0;3,0;17,0;4,0;6,5;6,8;2,6;3,4;1,9;1,7;100,63890;15
Sentio;2016-12-16T00:00:00Z;2016-12-08;2016-12-14;2016;Dec 2016;2016-50;17151;13;S MP;S_MP;27,4;23,8;9,2;3,6;18,3;6,4;8,1;3,7;22,6;4,3;6,5;6,8;2,6;3,4;1,9;1,7;100,63890;15
Inizio;2016-12-16T00:00:00Z;2016-12-05;2016-12-16;2016;Dec 2016;2016-50;17151;13;S MP;S_MP;29,7;26,2;7,7;3,5;21,6;5,3;8,8;4,0;20,6;2,3;6,5;6,8;2,6;3,4;1,9;1,7;100,63890;15
Sifo;2016-12-17T00:00:00Z;2016-12-05;2016-12-15;2016;Dec 2016;2016-50;17152;13;S MP;S_MP;32,8;27,6;8,4;5,2;22,2;6,0;9,1;3,6;15,2;2,7;6,5;6,8;2,6;3,4;1,9;1,7;100,63890;15
Novus;2016-12-20T00:00:00Z;2016-11-21;2016-12-18;2016;Dec 2016;2016-51;17155;13;S MP;S_MP;32,2;27,3;7,4;4,9;21,8;5,4;9,3;3,0;17,9;3,0;6,5;6,8;2,6;3,4;1,9;1,7;100,63890;15
YouGov;2016-12-22T00:00:00Z;2016-12-16;2016-12-20;2016;Dec 2016;2016-51;17157;13;S MP;S_MP;27,5;24,3;7,2;3,2;19,0;4,9;8,4;4,2;24,2;4,6;6,5;6,8;2,6;3,4;1,9;1,7;100,63890;15
Demoskop;2017-01-13T00:00:00Z;2017-01-03;2017-01-10;2017;Jan 2017;2017-02;17179;13;S MP;S_MP;31,4;26,7;8,1;4,7;24,3;4,7;9,4;2,6;16,2;3,3;7,3;6,8;4,2;3,2;1,6;1,4;100,52540;17
Skop;2017-01-15T00:00:00Z;2016-12-15;2017-01-15;2017;Jan 2017;2017-02;17181;13;S MP;S_MP;33,7;28,5;7,3;5,2;21,3;5,8;10,7;3,0;15,4;2,8;7,3;6,8;4,2;3,2;1,6;1,4;100,52540;17
Inizio;2017-01-19T00:00:00Z;2017-01-09;2017-01-17;2017;Jan 2017;2017-03;17185;13;S MP;S_MP;30,1;25,8;6,9;4,3;21,3;4,7;9,7;3,7;21,5;2,1;7,3;6,8;4,2;3,2;1,6;1,4;100,52540;17
Sifo;2017-01-21T00:00:00Z;2017-01-09;2017-01-19;2017;Jan 2017;2017-03;17187;13;S MP;S_MP;34,0;29,7;8,0;4,3;21,9;5,3;9,3;2,6;16,0;2,9;7,3;6,8;4,2;3,2;1,6;1,4;100,52540;17
YouGov;2017-01-22T00:00:00Z;2017-01-12;2017-01-16;2017;Jan 2017;2017-03;17188;13;S MP;S_MP;25,4;21,5;8,1;3,9;21,4;4,5;8,9;2,8;24,7;4,2;7,3;6,8;4,2;3,2;1,6;1,4;100,52540;17
Sentio;2017-01-23T00:00:00Z;2017-01-12;2017-01-18;2017;Jan 2017;2017-04;17189;13;S MP;S_MP;27,2;21,8;9,1;5,4;18,4;5,5;8,9;3,9;22,3;4,7;7,3;6,8;4,2;3,2;1,6;1,4;100,52540;17
Novus;2017-01-26T00:00:00Z;2017-01-02;2017-01-22;2017;Jan 2017;2017-04;17192;13;S MP;S_MP;31,3;26,9;7,7;4,4;22,4;5,4;9,3;3,3;17,7;2,9;7,3;6,8;4,2;3,2;1,6;1,4;100,52540;17
Ipsos;2017-01-31T00:00:00Z;2017-01-12;2017-01-22;2017;Jan 2017;2017-05;17197;13;S MP;S_MP;29,0;25,0;8,0;4,0;23,0;7,0;9,0;3,0;16,0;5,0;7,3;6,8;4,2;3,2;1,6;1,4;100,52540;17
Sifo;2017-02-09T00:00:00Z;2017-01-31;2017-02-08;2017;Feb 2017;2017-06;17206;13;S MP;S_MP;31,9;27,3;7,4;4,6;19,8;5,9;11,6;3,9;16,5;3,0;7,4;6,8;3,6;2,9;2,0;1,8;100,52200;18
Demoskop;2017-02-09T00:00:00Z;2017-01-31;2017-02-08;2017;Feb 2017;2017-06;17206;13;S MP;S_MP;31,6;26,9;9,0;4,7;18,5;5,8;11,1;3,6;17,5;2,9;7,4;6,8;3,6;2,9;2,0;1,8;100,52200;18
Inizio;2017-02-16T00:00:00Z;2017-02-05;2017-02-14;2017;Feb 2017;2017-07;17213;13;S MP;S_MP;28,7;25,0;7,3;3,7;19,8;5,4;10,9;4,2;21,5;2,2;7,4;6,8;3,6;2,9;2,0;1,8;100,52200;18
Sifo;2017-02-19T00:00:00Z;2017-02-06;2017-02-16;2017;Feb 2017;2017-07;17216;13;S MP;S_MP;32,4;27,5;6,9;4,9;20,4;5,6;11,8;3,6;16,8;2,5;7,4;6,8;3,6;2,9;2,0;1,8;100,52200;18
Ipsos;2017-02-22T00:00:00Z;2017-02-08;2017-02-20;2017;Feb 2017;2017-08;17219;13;S MP;S_MP;31,0;27,0;7,0;4,0;20,0;6,0;12,0;3,0;17,0;4,0;7,4;6,8;3,6;2,9;2,0;1,8;100,52200;18
YouGov;2017-02-22T00:00:00Z;2017-02-17;2017-02-20;2017;Feb 2017;2017-08;17219;13;S MP;S_MP;27,4;23,5;8,1;3,9;17,0;4,2;11,8;3,6;23,9;4,0;7,4;6,8;3,6;2,9;2,0;1,8;100,52200;18
Novus;2017-02-23T00:00:00Z;2017-01-23;2017-02-19;2017;Feb 2017;2017-08;17220;13;S MP;S_MP;31,6;27,1;7,8;4,5;19,1;5,3;11,5;3,1;18,5;3,1;7,4;6,8;3,6;2,9;2,0;1,8;100,52200;18
Sentio;2017-02-23T00:00:00Z;2017-02-16;2017-02-20;2017;Feb 2017;2017-08;17220;13;S MP;S_MP;26,8;23,2;8,2;3,6;16,7;4,6;10,7;3,0;26,9;3,1;7,4;6,8;3,6;2,9;2,0;1,8;100,52200;18
Demoskop;2017-03-10T00:00:00Z;2017-02-28;2017-03-07;2017;Mar 2017;2017-10;17235;13;S MP;S_MP;33,5;27,8;7,9;5,7;16,6;5,1;12,1;3,0;18,2;3,6;6,8;6,8;2,6;2,5;1,5;1,3;100,53760;17
Inizio;2017-03-16T00:00:00Z;2017-03-08;2017-03-14;2017;Mar 2017;2017-11;17241;13;S MP;S_MP;28,8;25,7;7,1;3,1;17,6;4,7;12,1;4,0;22,2;3,5;6,8;6,8;2,6;2,5;1,5;1,3;100,53760;17
Sentio;2017-03-17T00:00:00Z;2017-03-09;2017-03-13;2017;Mar 2017;2017-11;17242;13;S MP;S_MP;27,5;24,1;8,9;3,4;15,2;3,9;11,0;2,4;26,0;5,1;6,8;6,8;2,6;2,5;1,5;1,3;100,53760;17
Sifo;2017-03-18T00:00:00Z;2017-03-06;2017-03-16;2017;Mar 2017;2017-11;17243;13;S MP;S_MP;33,2;28,7;7,1;4,5;18,4;5,7;14,2;2,8;16,7;1,9;6,8;6,8;2,6;2,5;1,5;1,3;100,53760;17
Ipsos;2017-03-22T00:00:00Z;2017-03-09;2017-03-19;2017;Mar 2017;2017-12;17247;13;S MP;S_MP;32,0;27,0;8,0;5,0;17,0;7,0;13,0;3,0;18,0;2,0;6,8;6,8;2,6;2,5;1,5;1,3;100,53760;17
YouGov;2017-03-22T00:00:00Z;2017-03-17;2017-03-20;2017;Mar 2017;2017-12;17247;13;S MP;S_MP;25,5;22,0;8,7;3,5;15,4;6,5;12,5;3,0;23,9;4,5;6,8;6,8;2,6;2,5;1,5;1,3;100,53760;17
Novus;2017-03-23T00:00:00Z;2017-02-20;2017-03-19;2017;Mar 2017;2017-12;17248;13;S MP;S_MP;30,3;26,7;7,1;3,6;18,0;5,9;12,2;3,2;19,2;4,1;6,8;6,8;2,6;2,5;1,5;1,3;100,53760;17
Demoskop;2017-04-07T00:00:00Z;2017-03-28;2017-04-06;2017;Apr 2017;2017-14;17263;13;S MP;S_MP;31,9;26,2;7,4;5,7;17,8;6,0;13,5;2,8;17,8;2,8;7,2;6,7;1,9;2,2;2,0;1,9;100,60530;15
Sentio;2017-04-12T00:00:00Z;2017-04-07;2017-04-10;2017;Apr 2017;2017-15;17268;13;S MP;S_MP;28,1;23,3;7,2;4,8;15,8;4,8;8,7;3,7;27,2;4,5;7,2;6,7;1,9;2,2;2,0;1,9;100,60530;15
Sifo;2017-04-15T00:00:00Z;2017-04-03;2017-04-12;2017;Apr 2017;2017-15;17271;13;S MP;S_MP;33,1;29,9;8,2;3,2;17,5;5,4;13,8;2,9;16,7;2,4;7,2;6,7;1,9;2,2;2,0;1,9;100,60530;15
Novus;2017-04-19T00:00:00Z;2017-03-20;2017-04-16;2017;Apr 2017;2017-16;17275;13;S MP;S_MP;32,4;28,2;7,4;4,2;16,4;5,2;12,6;3,4;19,0;3,6;7,2;6,7;1,9;2,2;2,0;1,9;100,60530;15
YouGov;2017-04-19T00:00:00Z;2017-04-12;2017-04-18;2017;Apr 2017;2017-16;17275;13;S MP;S_MP;26,8;24,1;6,3;2,7;15,6;5,5;12,8;3,6;25,6;3,8;7,2;6,7;1,9;2,2;2,0;1,9;100,60530;15
Inizio;2017-04-20T00:00:00Z;2017-04-10;2017-04-17;2017;Apr 2017;2017-16;17276;13;S MP;S_MP;30,8;28,3;6,7;2,5;16,8;4,4;12,5;4,6;21,2;3,0;7,2;6,7;1,9;2,2;2,0;1,9;100,60530;15
Sifo;2017-04-28T00:00:00Z;2017-04-18;2017-04-27;2017;Apr 2017;2017-17;17284;13;S MP;S_MP;34,2;29,2;7,8;5,0;18,1;5,5;13,0;2,6;16,5;2,3;7,2;6,7;1,9;2,2;2,0;1,9;100,60530;15
Ipsos;2017-04-29T00:00:00Z;2017-04-04;2017-04-19;2017;Apr 2017;2017-17;17285;13;S MP;S_MP;32,0;29,0;8,0;3,0;17,0;6,0;12,0;4,0;18,0;3,0;7,2;6,7;1,9;2,2;2,0;1,9;100,60530;15
Inizio;2017-05-03T00:00:00Z;2017-04-24;2017-05-01;2017;May 2017;2017-18;17289;13;S MP;S_MP;29,4;26,5;6,9;2,9;16,8;5,0;13,3;4,7;20,7;3,2;7,2;6,7;1,3;1,9;1,9;1,7;100,62370;14
Demoskop;2017-05-04T00:00:00Z;2017-04-28;2017-05-03;2017;May 2017;2017-18;17290;13;S MP;S_MP;32,4;27,8;6,6;4,6;18,0;5,5;12,8;3,7;17,3;3,7;7,2;6,7;1,3;1,9;1,9;1,7;100,62370;14
Sentio;2017-05-10T00:00:00Z;2017-05-05;2017-05-08;2017;May 2017;2017-19;17296;13;S MP;S_MP;28,1;24,0;8,1;4,1;17,9;4,8;10,6;2,5;23,2;4,8;7,2;6,7;1,3;1,9;1,9;1,7;100,62370;14
Novus;2017-05-11T00:00:00Z;2017-04-27;2017-05-07;2017;May 2017;2017-19;17297;13;S MP;S_MP;32,6;28,3;7,5;4,3;16,4;5,3;12,2;3,9;19,5;2,6;7,2;6,7;1,3;1,9;1,9;1,7;100,62370;14
Sifo;2017-05-14T00:00:00Z;2017-05-02;2017-05-11;2017;May 2017;2017-19;17300;13;S MP;S_MP;33,2;29,5;7,8;3,7;17,5;5,7;12,6;2,7;16,6;3,9;7,2;6,7;1,3;1,9;1,9;1,7;100,62370;14
